ll,name,distance
"43.674446,-79.398331",Flavelle House,998.0
"43.674446,-79.398331",Canadian Business College,1002.0
"43.674446,-79.398331",Royal Canadian Institute of Intternational Studies,1313.0
"43.674446,-79.398331",Corporate Class Inc,2426.0
"43.674446,-79.398331",Mindfulness Without Borders,2666.0
"43.674446,-79.398331",PeppeR Project,632.0
"43.674446,-79.398331",Ut Language and Learning Lab,672.0
"43.6501644,-79.48296909999999",Foundation For Montessori Education,1553.0
"43.6501644,-79.48296909999999",Liaison College Culinary Arts,78.0
"43.6501644,-79.48296909999999",Kikkawa College,270.0
"43.636804,-79.408832",The Dirt Underneath Actors' Space,660.0
"43.636804,-79.408832",St Stephens Waterfront Childcare,2433.0
"43.636804,-79.408832",Allan Bonner Communications Management Inc,874.0
"43.6658804,-79.38761010000002",Isabel Bader Theatre,432.0
"43.6658804,-79.38761010000002",Convocation Hall,831.0
"43.6658804,-79.38761010000002","Faculty of Theology, University of St Michael's College",67.0
"43.6658804,-79.38761010000002",St. Michael's College,187.0
"43.6658804,-79.38761010000002",Elmsley Hall,221.0
"43.6658804,-79.38761010000002",Carr Hall,243.0
"43.6658804,-79.38761010000002",Canadian Centre For Verbatim Studies,266.0
"43.6658804,-79.38761010000002",Centre for Reformation and Renaissance Studies,283.0
"43.6658804,-79.38761010000002",Toronto Hostels Training Centre,311.0
"43.6658804,-79.38761010000002",Victoria College,343.0
"43.6658804,-79.38761010000002",Northrop Frye Hall,385.0
"43.6658804,-79.38761010000002",Margaret Addison Hall,468.0
"43.6658804,-79.38761010000002",Flavelle House,496.0
"43.6658804,-79.38761010000002",Hart House Fitness Centre,592.0
"43.6658804,-79.38761010000002",Arbor Room,617.0
"43.6658804,-79.38761010000002",Banting Reserch Foundation,621.0
"43.6658804,-79.38761010000002",Hart House Art Committee,632.0
"43.6658804,-79.38761010000002",University of Trinity College,651.0
"43.6658804,-79.38761010000002",NMR Centre,683.0
"43.6658804,-79.38761010000002",JJR Macleod Auditorium,707.0
"43.6658804,-79.38761010000002",Medical Sciences Building,712.0
"43.6658804,-79.38761010000002",University of Toronto,718.0
"43.6658804,-79.38761010000002",Munk School of Global Affairs,748.0
"43.6658804,-79.38761010000002",Hart House Quad,753.0
"43.6658804,-79.38761010000002",The Servery,768.0
"43.6658804,-79.38761010000002",InteractHome,786.0
"43.6658804,-79.38761010000002",U of T Baja SAE Racing Team,848.0
"43.6658804,-79.38761010000002",Factor-Inwentash Faculty of Social Work,853.0
"43.6658804,-79.38761010000002",Engineering & Computer Science Library,857.0
"43.6658804,-79.38761010000002",Mechanical Engineering Building,860.0
"43.6658804,-79.38761010000002",Yoshioka Lab,866.0
"43.6658804,-79.38761010000002",Dalla Lana School of Public Health,867.0
"43.6658804,-79.38761010000002",Rotman School of Management,889.0
"43.6658804,-79.38761010000002",Toronto Centre For Phenogenomics,913.0
"43.6658804,-79.38761010000002",International Language Academy of Canada,920.0
"43.6658804,-79.38761010000002",Branksome Hall Library,922.0
"43.6658804,-79.38761010000002",A.D. Allen Chemistry Library,924.0
"43.6658804,-79.38761010000002",Woodsworth College Students' Association {WCSA},925.0
"43.6658804,-79.38761010000002","Claude T. Bissell Building, Faculty of Information",926.0
"43.6658804,-79.38761010000002",University of Toronto,928.0
"43.6658804,-79.38761010000002",Thomas Fisher Rare Book Library,933.0
"43.6658804,-79.38761010000002",Sidney Smith,941.0
"43.6658804,-79.38761010000002",Galbraith Building,945.0
"43.6658804,-79.38761010000002",Exam Centre,950.0
"43.6658804,-79.38761010000002",Department of Art,953.0
"43.6658804,-79.38761010000002",Ramsay Wright Zoological Laboratories,953.0
"43.6658804,-79.38761010000002",Sidney Smith Hall,955.0
"43.6658804,-79.38761010000002",Samuel Lunenfield Research Institute,956.0
"43.6658804,-79.38761010000002",Lash Miller Chemical Laboratories,961.0
"43.6658804,-79.38761010000002",Engineering Science Common Room,994.0
"43.68035,-79.28357",Blantyre PS,542.0
"43.6535052,-79.3667689",George Brown College Continuing Education,149.0
"43.6535052,-79.3667689",George Brown School of Design,197.0
"43.6535052,-79.3667689",Harris Institute For the Arts,199.0
"43.6535052,-79.3667689",George Brown School of Design,202.0
"43.6535052,-79.3667689",George Brown College - SJG Building,203.0
"43.6535052,-79.3667689",GBC ESL - American Sign Language Workshop,205.0
"43.6535052,-79.3667689",College of Sports Media,269.0
"43.6535052,-79.3667689",E-library Learning Commons GBC,289.0
"43.6535052,-79.3667689",George Brown College St. James Campus,305.0
"43.6535052,-79.3667689",Landmark Toronto,309.0
"43.6535052,-79.3667689",George Brown College Centre for Hospitality and Culinary Arts,310.0
"43.6535052,-79.3667689",George Brown College - Centre for Preparatory & Liberal Studies,338.0
"43.6535052,-79.3667689",George Brown College St. James,344.0
"43.6535052,-79.3667689",Act 1036,346.0
"43.6535052,-79.3667689",George Brown Building D,354.0
"43.6535052,-79.3667689",George Brown College LIAD 224A,355.0
"43.6535052,-79.3667689",Good Food Market at GBC - St. James Campus,361.0
"43.6535052,-79.3667689",George Brown College - Transitions to Post-Secondary Education,372.0
"43.6535052,-79.3667689",George Brown College Gym,400.0
"43.6535052,-79.3667689",George Brown College,402.0
"43.6535052,-79.3667689",Ravenclaw Common Room,451.0
"43.6535052,-79.3667689",Complections International Academy Inc,527.0
"43.6535052,-79.3667689",CMU College of Makeup Art & Design,532.0
"43.6535052,-79.3667689",Taie International Institute,634.0
"43.6535052,-79.3667689",CanLIT 2011,904.0
"43.6535052,-79.3667689",Centre for Urban Energy,916.0
"43.6535052,-79.3667689",Centre for Urban Energy,939.0
"43.6535052,-79.3667689",School of Image Arts,941.0
"43.6535052,-79.3667689",Pathways to Education,977.0
"43.6535052,-79.3667689",Ryerson University School of Interior Design,984.0
"43.6535052,-79.3667689",Campus Facilities & Sustainability,994.0
"43.6535052,-79.3667689",South Bond Building,995.0
"43.6535052,-79.3667689",George Vari Engineering and Computing Centre,1006.0
"43.6535052,-79.3667689",Rye High Eng,1011.0
"43.6535052,-79.3667689",RTA Productions,1025.0
"43.6535052,-79.3667689",Jam Filled Entertainment,239.0
"43.6535052,-79.3667689","University of Toronto, Frequently Called Numbers, Innis College, Innis Residence",381.0
"43.6535052,-79.3667689",University of Toronto,458.0
"43.6535052,-79.3667689",Institute Without Boundaries,462.0
"43.6535052,-79.3667689",HOEM on Jarvis,6592.0
"43.6535052,-79.3667689",Canadore College,679.0
"43.6535052,-79.3667689",The Audio Recording Academy,704.0
"43.6535052,-79.3667689",Pc Ontario,753.0
"43.6535052,-79.3667689",NIC Newton International College,810.0
"43.6535052,-79.3667689",Centennial College,838.0
"43.6535052,-79.3667689",XPV Capital Corp,879.0
"43.6535052,-79.3667689",York College,886.0
"43.6535052,-79.3667689",Orano,894.0
"43.6535052,-79.3667689",Casa del Pali Creative Institute for Outstanding Individuals,896.0
"43.6535052,-79.3667689",E-roleplay,897.0
"43.702418581463505,-79.2563167072858",Birchmount Stadium,884.0
"43.691688,-79.265027",Birchmount Stadium,503.0
"43.697490048103,-79.25655146462776",Birchmount Stadium,450.0
"43.69401297794256,-79.26257204548136",Birchmount Stadium,178.0
"43.6929478,-79.28339980000001","Max the Mutt College of Animation, Art & Design",819.0
"43.6929478,-79.28339980000001",Blantyre PS,860.0
"43.6929478,-79.28339980000001",A2D2,945.0
"43.6929478,-79.28339980000001",Ca.EduBirdie.com,306.0
"43.6929478,-79.28339980000001",Urmi School of Dance,536.0
"43.6929478,-79.28339980000001",Dahlak Center for Historical Studies,843.0
"43.6950192,-79.27180659999999",Birchmount Stadium,845.0
"43.69263249999999,-79.4627536",Charles E Webster Jr PS,481.0
"43.69263249999999,-79.4627536",hard drive recovery Toronto,520.0
"43.69263249999999,-79.4627536",Journeys in Learning,522.0
"43.69263249999999,-79.4627536",Toronto School of Traditional Chinese Medicine,637.0
"43.69263249999999,-79.4627536",Silverthorn Community School,740.0
"43.69263249999999,-79.4627536",Bonnie Gordon College of Confectionary Arts,3080.0
"43.69263249999999,-79.4627536",Affordable & Highly Qualified Tutor,938.0
"43.69415,-79.45782580000001",Journeys in Learning,201.0
"43.69415,-79.45782580000001",Toronto School of Traditional Chinese Medicine,207.0
"43.69415,-79.45782580000001",hard drive recovery Toronto,905.0
"43.69415,-79.45782580000001",Bonnie Gordon College of Confectionary Arts,2652.0
"43.69415,-79.45782580000001",Affordable & Highly Qualified Tutor,561.0
"43.69415,-79.45782580000001",Police Foundation Dept of Comm,755.0
"43.70163,-79.44099",Ocad,370.0
"43.688028,-79.460265",Silverthorn Community School,733.0
"43.688028,-79.460265",Toronto School of Traditional Chinese Medicine,840.0
"43.688028,-79.460265",Journeys in Learning,896.0
"43.688028,-79.460265",hard drive recovery Toronto,944.0
"43.688028,-79.460265",Bonnie Gordon College of Confectionary Arts,3090.0
"43.688028,-79.460265",Affordable & Highly Qualified Tutor,910.0
"43.68323,-79.455765",StrongMinds Education,699.0
"43.69466,-79.45376999999999",Toronto School of Traditional Chinese Medicine,127.0
"43.69466,-79.45376999999999",Journeys in Learning,379.0
"43.69466,-79.45376999999999",Bonnie Gordon College of Confectionary Arts,2323.0
"43.69466,-79.45376999999999",Affordable & Highly Qualified Tutor,297.0
"43.69466,-79.45376999999999",Police Foundation Dept of Comm,462.0
"43.6784834,-79.3513564",Centennial College - Story Arts Centre,732.0
"43.6784834,-79.3513564",CCSAI Lounge,673.0
"43.6784834,-79.3513564",Centennial College Student Association,718.0
"43.6784834,-79.3513564","Centennial College, Centre for Creative Communications  Library",874.0
"43.6784834,-79.3513564",Academy of Learning College,497.0
"43.6784834,-79.3513564",Academy of Learning Career and Business College,504.0
"43.6784834,-79.3513564",Carmichael & Co,540.0
"43.6784834,-79.3513564",Ontario College of Acupuncture,543.0
"43.6784834,-79.3513564",Centennial College,716.0
"43.6784834,-79.3513564",Collège Boréal,727.0
"43.65016869999999,-79.4963345",Kikkawa College,870.0
"43.6492,-79.50601999999999",Sunnylea Junior School,757.0
"43.6897656,-79.2939525","Max the Mutt College of Animation, Art & Design",103.0
"43.6897656,-79.2939525",A2D2,103.0
"43.6897656,-79.2939525",Dahlak Center for Historical Studies,81.0
"43.6897656,-79.2939525",Urmi School of Dance,382.0
"43.6897656,-79.2939525",Ca.EduBirdie.com,618.0
"43.6897656,-79.2939525",Afghan youths university,666.0
"43.62369169999999,-79.4838132",Communicare Inc,476.0
"43.62369169999999,-79.4838132",Business Financial,483.0
"43.648657,-79.458111",Feldenkrais Toronto West,787.0
"43.648657,-79.458111",Kikkawa College,742.0
"43.671293,-79.380471",Canada's National Ballet School,884.0
"43.671293,-79.380471",Branksome Hall Library,91.0
"43.671293,-79.380471",CDI College,304.0
"43.671293,-79.380471",Evoke Learning,359.0
"43.671293,-79.380471",Toronto Hostels Training Centre,541.0
"43.671293,-79.380471",Canadian Business College,551.0
"43.671293,-79.380471",Complections International Academy of Make-up Artistry,575.0
"43.671293,-79.380471",Canadian Centre For Verbatim Studies,577.0
"43.671293,-79.380471",Royal Canadian Institute of Intternational Studies,602.0
"43.671293,-79.380471",Trillium College,656.0
"43.671293,-79.380471",George Brown College Daycare,673.0
"43.671293,-79.380471",ILAC Cumberland,683.0
"43.671293,-79.380471",International Language Academy of Canada,749.0
"43.671293,-79.380471",Cornerstone Academic College,794.0
"43.671293,-79.380471",Berlitz Toronto,824.0
"43.671293,-79.380471",Loretto College,851.0
"43.671293,-79.380471",George brown yorkville school of makeup and esthetics,852.0
"43.671293,-79.380471",Ontario College of Teachers,866.0
"43.671293,-79.380471","Faculty of Theology, University of St Michael's College",893.0
"43.671293,-79.380471",St. Michael's College,912.0
"43.671293,-79.380471",Brennan Hall and Sorbara Auditorium,916.0
"43.671293,-79.380471",Elmsley Hall,929.0
"43.671293,-79.380471",Rowell Jackman Hall,934.0
"43.671293,-79.380471",HiTech Network Inc,945.0
"43.671293,-79.380471",ILAC Yorkville Campus,952.0
"43.671293,-79.380471",Burwash Residence,979.0
"43.671293,-79.380471",Brain Sensei Inc,982.0
"43.671293,-79.380471",Burwash Hall,990.0
"43.671293,-79.380471",Corporate Class Inc,2000.0
"43.671293,-79.380471",College of Kinesiologists,196.0
"43.671293,-79.380471",Trios Corp,333.0
"43.671293,-79.380471",ESL in Canada,473.0
"43.671293,-79.380471",The Accounting Centre,6207.0
"43.671293,-79.380471",ADLER Graduate Professional School,662.0
"43.671293,-79.380471",Key2careers College,755.0
"43.671293,-79.380471",Admit Master,759.0
"43.671293,-79.380471",Trebas Institute,807.0
"43.671293,-79.380471",Oxford College of Canada Inc,853.0
"43.671293,-79.380471",Zeitgeist - German Studies Undergraduate Journal,857.0
"43.671293,-79.380471",St.Mike's Commuter Dons,918.0
"43.671293,-79.380471",St.Mike's Student Philanthropy Council - SPC,959.0
"43.699327072589426,-79.4493630391668",Dmac,574.0
"43.699327072589426,-79.4493630391668",Toronto School of Traditional Chinese Medicine,704.0
"43.699327072589426,-79.4493630391668",Journeys in Learning,799.0
"43.699327072589426,-79.4493630391668",Police Foundation Dept of Comm,723.0
"43.699327072589426,-79.4493630391668",Affordable & Highly Qualified Tutor,735.0
"43.699327072589426,-79.4493630391668",Ocad,978.0
"43.7611741,-79.5114452",380 Assiniboine,938.0
"43.7611741,-79.5114452",York University TD Community Engagement Centre,752.0
"43.7603624,-79.5162777",York University TD Community Engagement Centre,368.0
"43.62313,-79.4918",Business Financial,635.0
"43.62313,-79.4918",Communicare Inc,662.0
"43.772445,-79.511912",UPSA Office,182.0
"43.772445,-79.511912",Bethune College,247.0
"43.772445,-79.511912",Stong Residence,271.0
"43.772445,-79.511912",York University - Stong College,285.0
"43.772445,-79.511912",Norman Bethune Residence,288.0
"43.772445,-79.511912",Tait McKenzie Centre - York University,296.0
"43.772445,-79.511912",Chemistry Building,318.0
"43.772445,-79.511912",Life Science Building,370.0
"43.772445,-79.511912",Ross - S203,377.0
"43.772445,-79.511912",York University Observatory,400.0
"43.772445,-79.511912",William Small Centre,409.0
"43.772445,-79.511912","West Office Building, York University",422.0
"43.772445,-79.511912",Bergeron Centre for Engineeering Excellence,439.0
"43.772445,-79.511912",Tait McKenzie Fitness Centre,471.0
"43.772445,-79.511912",Steacie Science & Engineering Library,514.0
"43.772445,-79.511912",York Lions Stadium,525.0
"43.772445,-79.511912",Scott Library - York University,526.0
"43.772445,-79.511912",Curtis Lecture Hall - York University,538.0
"43.772445,-79.511912",Graduate Reading Room at Scott Library,544.0
"43.772445,-79.511912",Lassonde Building,566.0
"43.772445,-79.511912","York University, Club Infinity",638.0
"43.772445,-79.511912",Lumbers Building,639.0
"43.772445,-79.511912",Osgoode Hall Law School,641.0
"43.772445,-79.511912",Osgoode Hall Law School Library,646.0
"43.772445,-79.511912","York University, Ross Building",652.0
"43.772445,-79.511912",Ross Lecture Halls,659.0
"43.772445,-79.511912","Languages, Literature and Linguistics Departmental Lounge",664.0
"43.772445,-79.511912",Vari Hall,675.0
"43.772445,-79.511912","Sociology Dept., Vari Hall",695.0
"43.772445,-79.511912",Catholic Chaplaincy at York University,711.0
"43.772445,-79.511912",380 Assiniboine,728.0
"43.772445,-79.511912",Osgoode Chambers,729.0
"43.772445,-79.511912","Stedman Lecture Halls, York University",738.0
"43.772445,-79.511912",York Federation of Students,743.0
"43.772445,-79.511912","York University, Accolade West Building",745.0
"43.772445,-79.511912",IRSAY - International Relations Student Association at York,748.0
"43.772445,-79.511912",10 Passy Cresent,760.0
"43.772445,-79.511912",MBA Program in Arts and Media Administration,771.0
"43.772445,-79.511912",Atkinson Professional Accounting Association,773.0
"43.772445,-79.511912",York University - Keele Campus,781.0
"43.772445,-79.511912",Founders College Student Council,798.0
"43.772445,-79.511912",Founders College,811.0
"43.772445,-79.511912",Vanier College Productions,843.0
"43.772445,-79.511912",Atkinson Residence,843.0
"43.772445,-79.511912",Centre For Film and Theatre,856.0
"43.772445,-79.511912",TEL Café,856.0
"43.772445,-79.511912",York International,858.0
"43.772445,-79.511912",Dynamacs,862.0
"43.772445,-79.511912",Central Square - York University,864.0
"43.772445,-79.511912",Pond Road Residence,869.0
"43.653359,-79.365023",George Brown College - SJG Building,169.0
"43.653359,-79.365023",George Brown School of Design,169.0
"43.653359,-79.365023",GBC ESL - American Sign Language Workshop,171.0
"43.653359,-79.365023",George Brown School of Design,176.0
"43.653359,-79.365023",George Brown College Continuing Education,290.0
"43.653359,-79.365023",Landmark Toronto,333.0
"43.653359,-79.365023",Harris Institute For the Arts,341.0
"43.653359,-79.365023",College of Sports Media,369.0
"43.653359,-79.365023",Act 1036,378.0
"43.653359,-79.365023",E-library Learning Commons GBC,403.0
"43.653359,-79.365023",George Brown Financial Svc,425.0
"43.653359,-79.365023",George Brown College Centre for Hospitality and Culinary Arts,431.0
"43.653359,-79.365023",George Brown College St. James Campus,438.0
"43.653359,-79.365023",George Brown Building D,440.0
"43.653359,-79.365023",George Brown College - Centre for Preparatory & Liberal Studies,443.0
"43.653359,-79.365023",Good Food Market at GBC - St. James Campus,468.0
"43.653359,-79.365023",George Brown College LIAD 224A,471.0
"43.653359,-79.365023",George Brown College - Transitions to Post-Secondary Education,479.0
"43.653359,-79.365023",George Brown College St. James,485.0
"43.653359,-79.365023",George Brown International Centre,486.0
"43.653359,-79.365023",Ravenclaw Common Room,490.0
"43.653359,-79.365023",George Brown College,507.0
"43.653359,-79.365023",George Brown College Gym,518.0
"43.653359,-79.365023",Taie International Institute,642.0
"43.653359,-79.365023",George Brown Theatre School,663.0
"43.653359,-79.365023",Complections International Academy Inc,664.0
"43.653359,-79.365023",CMU College of Makeup Art & Design,668.0
"43.653359,-79.365023",St. Michael Catholic School,689.0
"43.653359,-79.365023",Essential Skills Advantage Inc,926.0
"43.653359,-79.365023",Ana Belic Photography,940.0
"43.653359,-79.365023",Jam Filled Entertainment,119.0
"43.653359,-79.365023",George Brown College School of ESL,184.0
"43.653359,-79.365023",XPV Corp,204.0
"43.653359,-79.365023",HOEM on Jarvis,6692.0
"43.653359,-79.365023","University of Toronto, Frequently Called Numbers, Innis College, Innis Residence",502.0
"43.653359,-79.365023",University of Toronto,556.0
"43.653359,-79.365023",Institute Without Boundaries,579.0
"43.653359,-79.365023",The Audio Recording Academy,590.0
"43.653359,-79.365023",Canadore College,766.0
"43.653359,-79.365023",Casa del Pali Creative Institute for Outstanding Individuals,770.0
"43.653359,-79.365023",E-roleplay,786.0
"43.653359,-79.365023",Centennial College,797.0
"43.653359,-79.365023",Pc Ontario,879.0
"43.653359,-79.365023",NIC Newton International College,933.0
"43.653359,-79.365023",Bolokelen Malinke Percussion,981.0
"43.655972,-79.370638",Ryerson Recreation and Athletics Centre,747.0
"43.655972,-79.370638",George Brown College St. James,276.0
"43.655972,-79.370638",George Brown College Continuing Education,313.0
"43.655972,-79.370638",George Brown College St. James Campus,363.0
"43.655972,-79.370638",CMU College of Makeup Art & Design,437.0
"43.655972,-79.370638",George Brown College Centre for Hospitality and Culinary Arts,437.0
"43.655972,-79.370638",George Brown College LIAD 224A,474.0
"43.655972,-79.370638",George Brown College Gym,486.0
"43.655972,-79.370638",College of Sports Media,491.0
"43.655972,-79.370638",George Brown College - Centre for Preparatory & Liberal Studies,506.0
"43.655972,-79.370638",Good Food Market at GBC - St. James Campus,513.0
"43.655972,-79.370638",Centre for Urban Energy,520.0
"43.655972,-79.370638",George Brown College - Transitions to Post-Secondary Education,521.0
"43.655972,-79.370638",George Brown College,543.0
"43.655972,-79.370638",Taie International Institute,543.0
"43.655972,-79.370638",George Brown Building D,572.0
"43.655972,-79.370638",Infoscape Research Lab,583.0
"43.655972,-79.370638",George Brown School of Design,607.0
"43.655972,-79.370638",Rye High Eng,610.0
"43.655972,-79.370638",RTA Productions,619.0
"43.655972,-79.370638",Campus Facilities & Sustainability,626.0
"43.655972,-79.370638",Ryerson Hub Cafeteria,628.0
"43.655972,-79.370638",Creative Innovation Studio,646.0
"43.655972,-79.370638",Ryerson University Chinese Students' Association,654.0
"43.655972,-79.370638",Modern Literature and Culture Research Centre,660.0
"43.655972,-79.370638",Faculty of Community Svc,660.0
"43.655972,-79.370638",Rogers Communucation Centre,664.0
"43.655972,-79.370638",HEI 201 GCM Lecture Hall,665.0
"43.655972,-79.370638",Act 1036,669.0
"43.655972,-79.370638",Ryerson University Co-Operative Education,682.0
"43.655972,-79.370638",Ryerson University School of Image Arts,692.0
"43.655972,-79.370638",Eric Palin Hall,705.0
"43.655972,-79.370638",Image Arts Lounge,732.0
"43.655972,-79.370638",Ryerson OneCard,735.0
"43.655972,-79.370638",Victoria Building,735.0
"43.655972,-79.370638",Kerr Hall West Room 057,743.0
"43.655972,-79.370638",Chang School for Continuing Education,752.0
"43.655972,-79.370638",Neill-Wycik College-Hotel,753.0
"43.655972,-79.370638",Kerr Hall North,758.0
"43.655972,-79.370638",Toronto Metropolitan University Park,762.0
"43.655972,-79.370638",Ryerson Early Learnng Centre,769.0
"43.655972,-79.370638",Ryerson University Quad,770.0
"43.655972,-79.370638",Ryerson University Campus Store,774.0
"43.655972,-79.370638",Ryerson School of Fashion,778.0
"43.655972,-79.370638",Wastewater Treatment Lab KHN 001,790.0
"43.655972,-79.370638",Ryerson University Central Placement Office,794.0
"43.655972,-79.370638",Library Building,808.0
"43.655972,-79.370638",RU Student Life,811.0
"43.655972,-79.370638",Ryerson Aboriginal Student Svc,816.0
"43.655972,-79.370638",Ryerson University Library 7th Floor,816.0
"43.641952,-79.380723","Dale Carnegie Training, Toronto, Fairmont Royal York Hotel",333.0
"43.641952,-79.380723",Manhattan GMAT,342.0
"43.641952,-79.380723",University Quad,567.0
"43.641952,-79.380723",Institute of Corporate Directors,579.0
"43.641952,-79.380723",Collège Boréal,590.0
"43.641952,-79.380723",Csi Exam Centre,620.0
"43.641952,-79.380723",Schulich School of Business Nadal Management Centre,656.0
"43.641952,-79.380723",Smarten Up Institute,663.0
"43.641952,-79.380723",Canadian Securities Institute,684.0
"43.641952,-79.380723",CSI Global Education Inc,688.0
"43.641952,-79.380723",Laurier Toronto,696.0
"43.641952,-79.380723",Northeastern University Toronto,792.0
"43.641952,-79.380723",Wilfrid Laurier University - MBA School,799.0
"43.641952,-79.380723",Evergreen College,802.0
"43.641952,-79.380723",Destech Consulting Svc,810.0
"43.641952,-79.380723",King's Golf Academy,870.0
"43.641952,-79.380723",Ana Belic Photography,899.0
"43.641952,-79.380723",Ontario Research and Innovation Optical,966.0
"43.641952,-79.380723",George Brown College School of Design Waterfront Campus,986.0
"43.641952,-79.380723",Universite de l'Ontario francais,994.0
"43.641952,-79.380723",OCAD University Marketing & Communications Office,999.0
"43.641952,-79.380723",Directcash Atm Processing,215.0
"43.641952,-79.380723",Collages Ontario,251.0
"43.641952,-79.380723",Custom Comfort Care Inc,261.0
"43.641952,-79.380723",York Univeristy Schulich School of Business,3214.0
"43.641952,-79.380723",University of Toronto - Scarborough,416.0
"43.641952,-79.380723",Uniglobe Consulting Inc,428.0
"43.641952,-79.380723",Stepthen Overbury Seminars Inc,449.0
"43.641952,-79.380723",Sault College,483.0
"43.641952,-79.380723",Canadian Institute of International Business,8336.0
"43.641952,-79.380723",Canadian College of Online Training,521.0
"43.641952,-79.380723",Quantum Test Prep,533.0
"43.641952,-79.380723",Canadian Securities Institute,680.0
"43.641952,-79.380723",Western University,730.0
"43.641952,-79.380723",International Academy-Design,740.0
"43.641952,-79.380723",The David Asper Centre for Constitutional Righ ts,900.0
"43.641952,-79.380723",Orano,913.0
"43.641952,-79.380723",Canadian Centre For Verbatim Studies,940.0
"43.641952,-79.380723",Orano R & E Network,983.0
"43.641952,-79.380723",XPV Capital Corp,984.0
"43.646552,-79.399586",Toronto Image Works,320.0
"43.646552,-79.399586",Westside Montessori School,67.0
"43.646552,-79.399586",Canpacific College of Bus,160.0
"43.646552,-79.399586",Institute of Traditional Medicine,161.0
"43.646552,-79.399586",Toronto School of Art,240.0
"43.646552,-79.399586",Better the World,308.0
"43.646552,-79.399586",RED Academy Toronto,324.0
"43.646552,-79.399586",Gallery 44 Darkroom,409.0
"43.646552,-79.399586",Centre For Indigenous Theatre,411.0
"43.646552,-79.399586",Student Life Network,478.0
"43.646552,-79.399586",Academy of Learning Career College Toronto,493.0
"43.646552,-79.399586",Carr Street Station,505.0
"43.646552,-79.399586",Ogden Junior Public School,535.0
"43.646552,-79.399586","Fit Factory Downtown, Toronto",540.0
"43.646552,-79.399586",Ontario College of Family Physicians,564.0
"43.646552,-79.399586",OUSA | Ontario Undergraduate Student Alliance,587.0
"43.646552,-79.399586",Recording Arts Canada,619.0
"43.646552,-79.399586",Eurocentres Toronto,621.0
"43.646552,-79.399586",The Dirt Underneath Actors' Space,656.0
"43.646552,-79.399586",201 Niagara Falls,666.0
"43.646552,-79.399586",George Brown College I.E.C.I,716.0
"43.646552,-79.399586",Alexandra Park Neighbourhood Learning Centre,745.0
"43.646552,-79.399586",Biz Launch,761.0
"43.646552,-79.399586",Sigma Pi Fraternity House,813.0
"43.646552,-79.399586",Toronto First Aid,842.0
"43.646552,-79.399586",Examstraining,886.0
"43.646552,-79.399586",Rider Training Institute,892.0
"43.646552,-79.399586",DFI headquarters - OCAD,894.0
"43.646552,-79.399586",OCAD Graduate Studies,896.0
"43.646552,-79.399586",OCADU sLab & SFI Collaboration Space,897.0
"43.646552,-79.399586",Social Body Lab,900.0
"43.646552,-79.399586",Vcetests,912.0
"43.646552,-79.399586",OCAD U Graduate Gallery,917.0
"43.646552,-79.399586",OCAD Richmond Campus,920.0
"43.646552,-79.399586",ThingTank,927.0
"43.646552,-79.399586",OCAD Health & Wellness Centre,934.0
"43.646552,-79.399586",Meic Hq,950.0
"43.646552,-79.399586",Physical Computing Lab - OCAD University,952.0
"43.646552,-79.399586",Ocad,955.0
"43.646552,-79.399586",OCAD University Marketing & Communications Office,955.0
"43.646552,-79.399586",OCAD Student Centre,957.0
"43.646552,-79.399586",OCAD at 230 Richmond,976.0
"43.646552,-79.399586",CSI Global Education Inc,980.0
"43.646552,-79.399586",OCAD University Tabletop,980.0
"43.646552,-79.399586",Ontario College of Art & Design,992.0
"43.646552,-79.399586",Canadian Securities Institute,1020.0
"43.646552,-79.399586",Connect School of Language,3113.0
"43.646552,-79.399586",Medeon Corp,341.0
"43.646552,-79.399586",George Brown Collegeapplied,352.0
"43.646552,-79.399586",Global Tesol College,361.0
"43.6591529,-79.3947953",Isabel Bader Theatre,925.0
"43.6591529,-79.3947953",Convocation Hall,189.0
"43.6591529,-79.3947953",Mechanical Engineering Building,84.0
"43.6591529,-79.3947953",U of T Baja SAE Racing Team,100.0
"43.6591529,-79.3947953",Engineering & Computer Science Library,102.0
"43.6591529,-79.3947953",Yoshioka Lab,104.0
"43.6591529,-79.3947953",Dalla Lana School of Public Health,124.0
"43.6591529,-79.3947953",Galbraith Building,128.0
"43.6591529,-79.3947953",Chestnut Residence,944.0
"43.6591529,-79.3947953",Exam Centre,144.0
"43.6591529,-79.3947953",Engineering Science Common Room,160.0
"43.6591529,-79.3947953",Koffler Student Services Centre,165.0
"43.6591529,-79.3947953",InteractHome,194.0
"43.6591529,-79.3947953",Toronto Centre For Phenogenomics,221.0
"43.6591529,-79.3947953",Data Driven Decision Making Lab,248.0
"43.6591529,-79.3947953",Medical Sciences Building,255.0
"43.6591529,-79.3947953",JJR Macleod Auditorium,264.0
"43.6591529,-79.3947953",NMR Centre,264.0
"43.6591529,-79.3947953",Bahen Centre for Information Technology,269.0
"43.6591529,-79.3947953",University of Toronto - Department of Anthropolgy,287.0
"43.6591529,-79.3947953",McLennan Physical Laboratories,307.0
"43.6591529,-79.3947953",Anthropology Building,311.0
"43.6591529,-79.3947953",Samuel Lunenfield Research Institute,336.0
"43.6591529,-79.3947953",A.D. Allen Chemistry Library,348.0
"43.6591529,-79.3947953",University of Toronto - Department of Psychiatry,356.0
